sample,bam,bai
TEST,/Users/asherpreskasteinberg/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/SarcAtlas/APS033_rnaseq_qc/nanoqc_test/test_bam/SHAH_H004037_T01_01_TR01_R1.downsampled1.bam,/Users/asherpreskasteinberg/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/SarcAtlas/APS033_rnaseq_qc/nanoqc_test/test_bam/SHAH_H004037_T01_01_TR01_R1.downsampled1.bam.bai
